1979;18211923.3
1980;18835660.0
1981;18602623.3
1982;18369626.7
1983;18596650.0
1984;18185583.3
1985;18721356.7
1986;17709536.7
1987;18259190.0
1988;18321153.3
1989;18133940.0
1990;18207056.7
1991;18326366.7
1992;18161873.3
1993;18558983.3
1994;18629650.0
1995;18391290.0
1996;18645910.0
1997;18610126.7
1998;18918306.7
1999;18711306.7
2000;18901870.0
2001;18188833.3
2002;17901476.7
2003;18403463.3
2004;19051056.7
2005;18774390.0
2006;19125513.3
2007;18920670.0
2008;18219696.7
2009;19005246.7
2010;18838833.3
2011;18810496.7
2012;18967847.7
2013;19486501.3
2014;19846203.8
2015;18467577.7
2016;18193477.3
2017;17917157.8
2018;18023986.7
2019;18414133.4
2020;18908133.4
2021;18572879.9
2022;18168501.7
2023;16917834.5
2024;17222483.1
2025;17838531.9
