1979; 3147781.1
1980; 2837522.8
1981; 2898194.3
1982; 3130877.1
1983; 3097724.3
1984; 2687073.8
1985; 2848430.4
1986; 3219586.4
1987; 3259203.6
1988; 2896645.9
1989; 2988462.9
1990; 3047270.7
1991; 3171789.6
1992; 2848478.6
1993; 2493267.1
1994; 3211064.6
1995; 3573039.6
1996; 2995568.3
1997; 2500421.1
1998; 3000483.2
1999; 2977395.4
2000; 2918075.2
2001; 3660997.5
2002; 2970749.6
2003; 3946344.3
2004; 3754716.9
2005; 3048150.7
2006; 2679303.6
2007; 3012920.0
2008; 3852967.9
2009; 3172173.2
2010; 3197855.0
2011; 2705578.2
2012; 3055370.2
2013; 3896437.2
2014; 3881396.2
2015; 3870815.1
2016; 2905730.6
2017; 2449677.6
2018; 2524188.7
2019; 2757421.9
2020; 2971611.0
2021; 2946605.9
2022; 2433320.0
2023; 2149542.2
2024; 2395042.7
2025; 2446786.5
