1979;16535422.6
1980;15583683.9
1981;16049329.0
1982;15889090.3
1983;15478148.4
1984;16408354.8
1985;15742700.0
1986;15330474.2
1987;15766287.1
1988;15761445.2
1989;15723767.7
1990;15585145.2
1991;15562877.4
1992;15906583.9
1993;15870712.9
1994;16309600.0
1995;15761671.0
1996;16133161.3
1997;15933329.0
1998;15976241.9
1999;16295593.5
2000;16111109.7
2001;15864925.8
2002;15426648.4
2003;16501700.0
2004;16512119.4
2005;16201787.1
2006;16212509.7
2007;16048938.7
2008;16197993.5
2009;16337400.0
2010;16975732.3
2011;15843229.0
2012;15574690.0
2013;16884030.5
2014;17228916.1
2015;16835033.6
2016;16145181.5
2017;15383624.5
2018;15833711.9
2019;15428096.4
2020;15856234.0
2021;16553606.2
2022;15094078.0
2023;13742207.2
2024;14283743.0
2025;14829324.5
