1979;14249806.7
1980;12560730.0
1981;13064203.3
1982;13473190.0
1983;12603026.7
1984;13182850.0
1985;13495880.0
1986;12639676.7
1987;12752930.0
1988;13104916.7
1989;13592893.3
1990;13095833.3
1991;13078676.7
1992;12819850.0
1993;13162383.3
1994;13575013.3
1995;13303756.7
1996;13882503.3
1997;13128053.3
1998;13325626.7
1999;13661796.7
2000;13905330.0
2001;13430320.0
2002;12387113.3
2003;14080023.3
2004;13958653.3
2005;13311926.7
2006;13435493.3
2007;13403340.0
2008;14205826.7
2009;14054660.0
2010;14494410.0
2011;13421693.3
2012;12851508.7
2013;14263663.0
2014;14808005.5
2015;14591174.0
2016;13359369.2
2017;12538641.4
2018;13003654.9
2019;12389142.4
2020;13393851.6
2021;13656587.4
2022;12353794.1
2023;11229391.9
2024;11967954.7
2025;12287439.3
