1979;10839561.6
1980; 8865641.9
1981; 9365044.5
1982;10771452.9
1983; 9540839.4
1984; 9762282.9
1985;10164710.6
1986; 9315556.8
1987; 9707634.5
1988; 9613844.5
1989;10308928.4
1990; 9728492.9
1991;10291471.6
1992; 9936240.0
1993;10117534.5
1994;10423329.7
1995;10433676.8
1996;10928969.0
1997;10135580.0
1998;10340057.7
1999;10277765.5
2000;10932446.1
2001;10341391.9
2002; 9523209.7
2003;10837961.9
2004;10620684.2
2005;10342446.5
2006; 9538382.3
2007; 9745261.6
2008;11182068.4
2009;11049022.3
2010;10722406.8
2011;10199345.2
2012; 9772876.8
2013;11030186.6
2014;11652043.6
2015;11834974.7
2016;10161013.8
2017; 9097662.9
2018; 9455426.5
2019; 8956510.8
2020; 9987532.5
2021;10515367.9
2022; 9532700.4
2023; 8560035.4
2024; 9492820.9
2025; 9410447.0
