1979;17710883.9
1980;17814296.8
1981;17756229.0
1982;17801929.0
1983;17267309.7
1984;17948116.1
1985;17642841.9
1986;17017890.3
1987;17605387.1
1988;17573480.6
1989;17479012.9
1990;17580496.8
1991;17734183.9
1992;17740632.3
1993;17507932.3
1994;17854161.3
1995;17805129.0
1996;17755316.1
1997;17697574.2
1998;17895793.5
1999;17972445.2
2000;18220387.1
2001;17436296.8
2002;17079509.7
2003;17704377.4
2004;18167112.9
2005;17948583.9
2006;18185000.0
2007;17752464.5
2008;17766838.7
2009;18161680.6
2010;18626748.4
2011;17882183.9
2012;17472477.8
2013;18752668.6
2014;18984467.0
2015;17810268.6
2016;17940766.1
2017;17297915.5
2018;17509632.0
2019;17540512.9
2020;17829314.7
2021;18268699.2
2022;17159095.9
2023;15659350.9
2024;16487047.1
2025;16684162.7
