2015	9	18467578
2015	10	18438835
2015	11	15967120
2015	12	10161953
2016	1	4555333
2016	2	2905731
2016	3	4212598
2016	4	7336286
2016	5	10161014
2016	6	13359369
2016	7	16145181
2016	8	17940766
2016	9	18193477
2016	10	17439357
2016	11	13828861
2016	12	7812368
2017	1	3697520
2017	2	2449678
2017	3	2938024
2017	4	5562762
2017	5	9097663
2017	6	12538641
2017	7	15383624
2017	8	17297916
2017	9	17917158
2017	10	17802670
2017	11	14889705
2017	12	9044310
2018	1	4023060
2018	2	2524189
2018	3	3719318
2018	4	6127275
2018	5	9455426
2018	6	13003655
2018	7	15833712
2018	8	17509632
2018	9	18023987
2018	10	17701522
2018	11	14727319
2018	12	8429323
2019	1	3727038
2019	2	2757422
2019	3	3306006
2019	4	5805989
2019	5	8956511
2019	6	12389142
2019	7	15428096
2019	8	17540513
2019	9	18414133
2019	10	17959895
2019	11	14844305
2019	12	8957813
2020	1	4339273
2020	2	2971611
2020	3	4105083
2020	4	6757255
2020	5	9987532
2020	6	13393852
2020	7	15856234
2020	8	17829315
2020	9	18908133
2020	10	18509569
2020	11	15989644
2020	12	9999607
2021	1	4449512
2021	2	2946606
2021	3	4563905
2021	4	7252369
2021	5	10515368
2021	6	13656587
2021	7	16553606
2021	8	18268699
2021	9	18572880
2021	10	17618758
2021	11	14685052
2021	12	8539644
2022	1	3780271
2022	2	2433320
2022	3	3101254
2022	4	6115064
2022	5	9532700
2022	6	12353794
2022	7	15094078
2022	8	17159096
2022	9	18168502
2022	10	17464338
2022	11	14915195
2022	12	8261471
2023	1	3219817
2023	2	2149542
2023	3	3117933
2023	4	5691977
2023	5	8560035
2023	6	11229392
2023	7	13742207
2023	8	15659351
2023	9	16917835
2023	10	16296469
2023	11	14056386
2023	12	8403713
